pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post
7;0;0;0;1.038961039;16;80;18.14285714;142;1397;1.168831169;4;90;5;93.4;355;467;0.6;1;3;5.2;12;26;0.4;1;2;0.4;2;2;10.2;51;51;1.818181818;7;140;295.6;967;1478;3.922077922;42;302;1
59;0.016;2;2;2.893180922;84;7340;6.213638155;214;15764;1.566417028;10;3974;125;2.227941176;14;303;0.056;1;7;17.72058824;170;2410;0.944;1;118;3.801470588;94;517;0.933823529;12;127;0.903035081;9;2291;177.904;3110;22238;2.159243201;84;5478;1
1;0;0;0;3.078947368;18;117;6.605263158;34;251;1.605263158;4;61;3;2;3;6;0.333333333;1;1;12.33333333;19;37;0.666666667;1;2;0;0;0;0.333333333;1;1;1.5;4;57;111;202;333;2.368421053;14;90;1
2;0;0;0;0;0;0;0.045454545;1;1;0;0;0;3;0;0;0;1;1;3;7.333333333;17;22;0;0;0;3.333333333;10;10;0;0;0;2.045454545;9;45;29;64;87;0;0;0;0
20;0;0;0;1.4;2;14;15.3;38;153;1.8;3;18;2;0;0;0;0;0;0;0.5;1;1;1;1;2;96;187;192;4.5;9;9;1.8;6;18;187.5;365;375;5.3;14;53;1
2;0;0;0;0.226086957;3;26;0.365217391;4;42;0.243478261;2;28;12;0;0;0;0.833333333;1;10;9.583333333;19;115;0.166666667;1;2;0.583333333;7;7;0;0;0;0.52173913;2;60;18.66666667;82;224;0.243478261;2;28;0
13;0.095238095;2;2;3.04;85;380;13.864;310;1733;1.232;10;154;21;2.130434783;22;49;0.238095238;1;5;4.47826087;24;103;0.761904762;1;16;0.347826087;5;8;0.956521739;11;22;2.024;10;253;90.9047619;1019;1909;3.176;52;397;1
2;0;0;0;0.001718213;1;1;0.015463918;6;9;0.360824742;2;210;41;6.609756098;204;271;0.87804878;1;36;14.17073171;205;581;0.12195122;1;5;0.292682927;8;12;0.024390244;1;1;1.020618557;5;594;36.7804878;445;1508;0.362542955;3;211;1
0;0;0;0;1;2;3;4;7;12;1.666666667;2;5;1;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;2;2;2;1;2;3;35;35;35;1.666666667;2;5;0
12;0.571428571;3;4;9.757894737;83;927;33.61052632;293;3193;2.873684211;17;273;7;7.857142857;24;55;0.714285714;1;5;12.57142857;60;88;0.285714286;1;2;2.428571429;16;17;0;0;0;3.094736842;13;294;528;2833;3696;8.431578947;45;801;1
4;0;0;0;2.488888889;103;672;10.17407407;485;2747;1.581481481;9;427;32;1.15625;8;37;0.03125;1;1;8.4375;102;270;0.96875;1;31;1.8125;50;58;0;0;0;1.277777778;4;345;110.6875;2048;3542;4.048148148;209;1093;1
0;0;0;0;2.6;38;221;11.49411765;130;977;1.670588235;9;142;4;17;42;68;0.25;1;1;21.25;73;85;0.75;1;3;5;12;20;0;0;0;0.717647059;3;61;323.25;960;1293;3.470588235;33;295;1
3;0.111111111;2;2;2.448275862;13;213;9.011494253;54;784;1.827586207;8;159;18;0.277777778;2;5;0;0;0;4.833333333;34;87;1;1;18;0.111111111;2;2;0;0;0;1.367816092;4;119;60.88888889;575;1096;2.862068966;10;249;1
8;0.533333333;4;8;2.166666667;30;949;9.762557078;179;4276;1.46347032;8;641;15;4.5625;18;73;0.4;1;6;26.75;167;428;0.6;1;9;0.4375;3;7;0.625;4;10;1.840182648;24;806;378.5333333;1864;5678;2.388127854;33;1046;1
23;0.010204082;1;1;5.346962617;222;4577;14.18341121;499;12141;1.957943925;11;1676;98;2.918367347;24;286;0.010204082;1;1;8.397959184;40;823;0.989795918;1;97;1.295918367;73;127;0.336734694;20;33;1.764018692;9;1510;156.9183673;1533;15378;4.810747664;145;4118;1
7;0.5;3;3;10.35;302;621;26.16666667;860;1570;2.2;9;132;6;6;26;42;0;0;0;7.285714286;17;51;1;1;6;1;4;7;1.285714286;9;9;1.183333333;4;71;303.6666667;1427;1822;7.3;199;438;1
3;0;0;0;3.432692308;38;357;9.394230769;146;977;1.75;8;182;7;12.71428571;37;89;0.142857143;1;1;13.71428571;33;96;0.857142857;1;6;4.285714286;29;30;1.142857143;6;8;0.663461538;3;69;192.1428571;567;1345;3.721153846;50;387;1
4;0;0;0;4.99132321;96;2301;15.07375271;169;6949;2.214750542;9;1021;16;11;79;176;0.1875;1;3;28.625;284;458;0.8125;1;13;20.375;201;326;0.1875;3;3;0.568329718;6;262;527.5;4886;8440;5.130151844;102;2365;1
1;0;0;0;0;0;0;0.194805195;2;15;0.116883117;1;9;16;1.5625;18;25;0.9375;1;15;4.8125;13;77;0.0625;1;1;0;0;0;0;0;0;0.103896104;2;8;10.625;33;170;0.116883117;1;9;0
1;0;0;0;1.899280576;21;264;6.971223022;106;969;1.54676259;8;215;11;3.181818182;8;35;0;0;0;12.27272727;26;135;1;1;11;0.545454545;3;6;0.363636364;3;4;0.935251799;5;130;129.4545455;359;1424;2.438848921;33;339;1
3;0;0;0;17.38095238;225;2555;12.23809524;240;1799;1.034013605;5;152;13;3;30;39;0.153846154;1;2;8.923076923;13;116;0.846153846;1;11;8.769230769;110;114;2.384615385;29;31;0.911564626;5;134;177.3076923;1373;2305;7.897959184;115;1161;0
12;0;0;0;3.650671785;44;1902;12.65451056;144;6593;1.827255278;10;952;42;8.69047619;101;365;0.19047619;1;8;12.30952381;58;517;0.80952381;1;34;0.714285714;6;30;0.095238095;2;4;0.879078695;7;458;197.6666667;1599;8302;5.055662188;54;2634;1
49;0;0;0;3.418867925;221;1812;17.42641509;665;9236;1.945283019;10;1031;21;8.047619048;56;169;0.095238095;1;2;24.19047619;251;508;0.904761905;1;19;4.095238095;37;86;1.047619048;21;22;0.764150943;7;405;522.4761905;4571;10972;5.90754717;310;3131;1
2;0;0;0;5.806451613;37;360;25.98387097;154;1611;2.306451613;7;143;3;6.555555556;24;59;0;0;0;6.222222222;27;56;1;1;3;2.666666667;18;24;0.666666667;6;6;1.983870968;8;123;617.6666667;1479;1853;6.806451613;49;422;0
12;0;0;0;3.536507937;30;1114;10.83492063;144;3413;1.266666667;5;399;10;2.6;9;26;0.1;1;1;31.2;274;312;0.9;1;9;0.5;3;5;0.3;2;3;2.06031746;8;649;427;3810;4270;2.60952381;99;822;1
3;0.090909091;1;1;1.394230769;17;145;7.144230769;58;743;1.596153846;7;166;11;2.75;4;33;0.090909091;1;1;7.083333333;14;85;0.909090909;1;10;2.916666667;24;35;1.583333333;19;19;0.807692308;3;84;98.27272727;336;1081;2.846153846;14;296;1
76;0.26446281;6;32;4.565105507;131;8870;9.831188883;210;19102;1.913535769;8;3718;121;2.545454545;25;364;0.024793388;1;3;12.99300699;117;1858;0.975206612;1;118;1.146853147;27;164;0.538461538;12;77;1.291816778;13;2510;211.4958678;1889;25591;3.326814205;73;6464;1
4;0.217391304;5;5;6.265700483;86;1297;12.89371981;153;2669;1.869565217;8;387;23;3.833333333;11;92;0;0;0;7.708333333;21;185;1;1;23;1;8;24;0.916666667;9;22;1.115942029;5;231;147.3043478;555;3388;4.792270531;49;992;1
1;0.076923077;1;1;4.283495146;59;2206;6.732038835;117;3467;1.681553398;6;866;13;2.575757576;17;85;0;0;0;15.03030303;126;496;1;1;13;0.545454545;5;18;0.575757576;8;19;1.287378641;6;663;367.7692308;2049;4781;2.266019417;27;1167;1
0;0.333333333;1;1;4.096774194;28;127;8.258064516;58;256;1.548387097;5;48;3;1.333333333;2;4;0;0;0;10.33333333;24;31;1;1;3;0;0;0;0;0;0;1.612903226;9;50;129;318;387;1.838709677;11;57;0
13;0.2;1;2;5.480662983;75;992;13.71270718;157;2482;2.276243094;7;412;10;4.583333333;19;55;0.1;1;1;14.58333333;68;175;0.9;1;9;1.25;14;15;0.5;5;6;1.270718232;6;230;314.6;1128;3146;4.309392265;37;780;1
1;0;0;0;4.642857143;23;260;14.30357143;76;801;2.267857143;8;127;4;4.4;10;22;0;0;0;10.8;27;54;1;1;4;1;5;5;0.4;2;2;1.428571429;4;80;243.25;710;973;4.946428571;27;277;1
3;0;0;0;2.453172205;27;812;5.746223565;90;1902;1.53776435;7;509;15;4.6;14;69;0.066666667;1;1;22.06666667;54;331;0.933333333;1;14;0.866666667;12;13;0;0;0;1.516616314;25;502;189.8;468;2847;2.021148036;20;669;1
3;0;0;0;4.810810811;30;356;10.75675676;59;796;2.067567568;7;153;11;2.818181818;10;31;0;0;0;6.545454545;13;72;1;1;11;0;0;0;0.181818182;2;2;1.013513514;5;75;101;297;1111;3.878378378;21;287;1
11;0.4375;2;7;4.782608696;64;660;11.05797101;138;1526;1.833333333;8;253;16;3.625;28;58;0.0625;1;1;8.625;32;138;0.9375;1;15;0.9375;10;15;0;0;0;1.644927536;9;227;127.8125;502;2045;4.15942029;37;574;1
17;0.128205128;2;5;3.799516908;34;1573;10.52173913;91;4356;1.765700483;8;731;39;2.8125;20;135;0;0;0;8.208333333;45;394;1.025641026;2;40;0.541666667;9;26;0.416666667;9;20;1.603864734;11;664;149.3846154;1321;5826;4.321256039;41;1789;1
2;0;0;0;5.684210526;34;108;14.31578947;85;272;1.894736842;6;36;2;6.5;8;13;0.5;1;1;9.5;15;19;0.5;1;1;0.5;1;1;0;0;0;0.421052632;3;8;166;319;332;4.736842105;30;90;0
23;0.025;1;1;4.448087432;311;3256;12.5;995;9150;1.534153005;10;1123;40;4.744186047;36;204;0.05;1;2;14.97674419;220;644;0.95;1;38;1.651162791;25;71;2.046511628;86;88;1.211748634;7;887;285.65;2925;11426;4.282786885;310;3135;1
6;0.25;3;7;6.916376307;81;1985;18.54355401;229;5322;2.139372822;8;614;28;2.793103448;13;81;0.071428571;1;2;9.586206897;38;278;0.928571429;1;26;5.689655172;140;165;0.068965517;1;2;1.299651568;11;373;233.4642857;1455;6537;5.620209059;139;1613;1
43;0;0;0;8.033834586;334;2137;21.65413534;908;5760;2.357142857;9;627;9;22.9;174;229;0;0;0;26.4;119;264;1;1;9;0.6;3;6;0.2;2;2;1.808270677;8;481;762.8888889;3343;6866;5.706766917;244;1518;1
1;0;0;0;2.846153846;22;37;15.84615385;63;206;2.230769231;5;29;2;10;17;20;0;0;0;6.5;10;13;1;1;2;10;18;20;0;0;0;1.307692308;7;17;140;248;280;5.153846154;20;67;1
2;0;0;0;42.5;84;85;61.5;118;123;4;6;8;1;1;1;1;0;0;0;2;2;2;1;1;1;0;0;0;0;0;0;2.5;4;5;138;138;138;12;22;24;0
0;0.2;1;1;1.038461538;4;27;1.769230769;7;46;1.153846154;2;30;5;0.333333333;2;2;0;0;0;2.833333333;12;17;1;1;5;0.333333333;2;2;1.5;4;9;0.807692308;2;21;26.4;59;132;1.230769231;2;32;0
5;0;0;0;2.914529915;27;341;5.461538462;39;639;1.726495726;6;202;14;1.666666667;6;25;0.071428571;1;1;7.333333333;25;110;0.928571429;1;13;0.666666667;5;10;0.466666667;4;7;0.897435897;5;105;76.85714286;209;1076;2.205128205;10;258;0
16;0.052631579;1;1;7.040160643;75;1753;11.16064257;91;2779;2.040160643;8;508;19;4;13;108;0.105263158;1;2;6.703703704;29;181;0.894736842;1;17;0.37037037;4;10;2.518518519;49;68;1.771084337;8;441;201;933;3819;3.361445783;27;837;1
6;0.19047619;3;4;3.279305355;37;2266;4.771345876;55;3297;1.451519537;5;1003;21;1.75;6;56;0.047619048;1;1;17.46875;170;559;0.952380952;1;20;0.9375;9;30;4.125;45;132;1.143270622;5;790;238.5238095;743;5009;2.107091172;20;1456;1
1;0;0;0;3.101265823;16;245;3.658227848;27;289;1.101265823;4;87;9;0.846153846;3;11;0.222222222;1;2;3.846153846;15;50;0.777777778;1;7;0;0;0;2.230769231;15;29;1.189873418;3;94;57.88888889;270;521;1.481012658;8;117;0
1;0;0;0;5.511111111;36;248;10.46666667;80;471;2.222222222;6;100;5;1;5;5;0;0;0;3.4;8;17;1;1;5;1.8;9;9;5.6;24;28;1.133333333;4;51;132.6;444;663;3.355555556;23;151;0
12;0.2;1;2;3.361111111;27;484;5.048611111;31;727;1.402777778;5;202;10;2.3;9;23;0;0;0;6.1;20;61;1;1;10;1;3;10;8.3;53;83;1.277777778;6;184;119.8;527;1198;2.215277778;9;319;1
2;0;0;0;1.238095238;9;52;2.5;10;105;1.142857143;4;48;5;0.75;2;6;0;0;0;3.625;6;29;1;1;5;3.875;31;31;1.625;7;13;0.857142857;4;36;55.6;134;278;1.5;5;63;0
5;0.064516129;1;2;2.748878924;13;613;3.618834081;38;807;1.192825112;5;266;31;1.2;6;42;0;0;0;5.885714286;14;206;1;1;31;0.028571429;1;1;0.485714286;4;17;0.97309417;5;217;54.35483871;153;1685;1.524663677;14;340;1
26;0.269230769;2;7;4.654175589;50;4347;6.304068522;73;5888;1.401498929;6;1309;26;4.474576271;19;264;0;0;0;14.13559322;66;834;1;1;26;0.423728814;8;25;1.694915254;16;100;0.903640257;6;844;355.2307692;862;9236;2.358672377;21;2203;1
0;0;0;0;2.834710744;21;686;3.991735537;30;966;1.231404959;5;298;20;1.043478261;7;24;0;0;0;10.34782609;100;238;1;1;20;1;19;23;0.173913043;3;4;1.115702479;4;270;85.8;692;1716;2.05785124;10;498;0
12;0;0;0;3.826923077;29;796;6.370192308;54;1325;1.745192308;7;363;17;2.368421053;9;45;0;0;0;7.736842105;35;147;1;1;17;1.157894737;6;22;3.210526316;11;61;1.081730769;6;225;119.4117647;325;2030;2.442307692;18;508;1
3;0;0;0;2.888888889;14;78;5.814814815;30;157;1.555555556;6;42;4;2;5;8;0;0;0;6.25;14;25;1;1;4;0.5;2;2;0.5;1;2;1;4;27;68.75;141;275;1.777777778;6;48;0
0;0;0;0;5.769230769;23;75;9.230769231;36;120;2;3;26;5;1.2;6;6;0;0;0;1.4;5;7;1;1;5;0.6;3;3;1.2;3;6;1.769230769;4;23;42.4;91;212;3.153846154;8;41;0
11;0.181818182;3;4;5.05;74;2323;6.397826087;69;2943;1.469565217;5;676;22;2.92;10;73;0;0;0;15.08;56;377;1;1;22;0.4;2;10;3.32;17;83;1.065217391;7;490;209.0454545;647;4599;2.323913043;17;1069;1
14;0.192307692;1;5;3.530821918;35;2062;5.321917808;53;3108;1.289383562;5;753;26;1.042553191;7;49;0.384615385;1;10;8.936170213;41;420;0.615384615;1;16;0.276595745;7;13;3.489361702;58;164;1.243150685;8;726;187.5769231;1847;4877;2.320205479;24;1355;1
5;0;0;0;7.611111111;49;411;9.166666667;67;495;1.592592593;4;86;2;13;15;26;0;0;0;25;36;50;1;1;2;2.5;4;5;2;4;4;1.203703704;5;65;369;517;738;2.537037037;9;137;1
28;0.541666667;8;13;5.709027169;141;6514;6.738825592;144;7689;1.463628396;7;1670;24;3.717391304;22;171;0.041666667;1;1;19.34782609;102;890;0.958333333;1;23;0.282608696;3;13;5.456521739;44;251;1.270815074;8;1450;469.0416667;1602;11257;2.440841367;44;2785;1
4;0;0;0;5.06;49;253;6.36;54;318;1.52;5;76;5;3;12;18;0.2;1;1;7.666666667;19;46;0.8;1;4;0;0;0;0.666666667;2;4;1.12;5;56;109.8;286;549;2.34;14;117;0
0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;5;4.6;5;23;0;0;0;0;0;0;0;0;0;0.347826087;1;8;8;10;40;0;0;0;1
1;0.043478261;1;1;2.771812081;37;826;3.231543624;35;963;1.120805369;5;334;23;1.739130435;10;40;0.173913043;1;4;11.82608696;67;272;0.826086957;1;19;0.739130435;13;17;1.130434783;8;26;0.976510067;4;291;83.82608696;494;1928;1.5;12;447;0
4;0.076923077;1;1;4.052083333;19;389;5.34375;25;513;1.541666667;5;148;13;0.857142857;3;12;0;0;0;4.214285714;15;59;1;1;13;0.071428571;1;1;2.642857143;14;37;1.239583333;6;119;70.92307692;193;922;2.322916667;8;223;1
4;0.071428571;1;1;5.087719298;111;870;7.245614035;81;1239;1.578947368;6;270;14;0.617647059;4;21;0;0;0;4.235294118;24;144;1;1;14;2;46;68;0.794117647;6;27;1.058479532;7;181;140;406;1960;2.467836257;18;422;0
0;0.2;1;1;2.433333333;16;146;4.483333333;26;269;1.383333333;4;83;5;1.75;5;14;0;0;0;6.125;22;49;1;1;5;0.375;2;3;1.375;8;11;1.1;4;66;96.2;215;481;1.716666667;6;103;0
7;0.352941176;4;6;3.286792453;21;871;7.154716981;74;1896;1.766037736;7;468;17;1.333333333;4;28;0;0;0;4;15;84;1;1;17;1.714285714;16;36;8.571428571;53;180;1.460377358;8;387;158;485;2686;2.803773585;27;743;1
8;0.166666667;4;4;3.458646617;52;460;5.812030075;57;773;1.428571429;5;190;24;1.375;24;33;0.166666667;1;4;4.083333333;28;98;0.833333333;1;20;22.54166667;270;541;1.458333333;16;35;0.879699248;4;117;79.41666667;516;1906;2.293233083;18;305;0
12;0.464285714;3;13;4.65060241;54;772;8.144578313;92;1352;1.71686747;6;285;28;1.166666667;6;35;0;0;0;4.333333333;12;130;1;1;28;0.2;2;6;1.2;18;36;1.240963855;5;206;77.39285714;303;2167;2.777108434;32;461;0
11;1.173913043;6;27;3.815270936;72;1549;6.884236453;108;2795;1.591133005;6;646;23;1.923076923;19;50;0.043478261;1;1;15.15384615;96;394;0.956521739;1;22;0.5;4;13;0.153846154;2;4;0.896551724;3;364;181.6521739;993;4178;2.785714286;75;1131;1
9;0.297297297;5;11;3.465986395;30;1019;5.891156463;49;1732;1.653061224;5;486;37;2.023809524;29;85;0.027027027;1;1;6.380952381;53;268;0.972972973;1;36;1.166666667;16;49;0.619047619;10;26;0.789115646;3;232;80.89189189;637;2993;2.027210884;10;596;1
4;0.208333333;1;5;3.985074627;50;801;9.353233831;113;1880;1.686567164;9;339;24;1.64516129;5;51;0;0;0;5.64516129;26;175;1;1;24;0.838709677;10;26;0.838709677;18;26;1.348258706;9;271;113.2083333;322;2717;3.44278607;36;692;1
4;0.823529412;6;14;3.730337079;33;664;6.960674157;61;1239;1.5;7;267;17;3.28;20;82;0;0;0;6.72;33;168;1;1;17;0.44;3;11;0.4;4;10;1.101123596;8;196;120.4705882;433;2048;1.95505618;14;348;1
0;0;0;0;1.96;14;98;4.24;22;212;1.34;3;67;8;1.875;7;15;0.25;1;2;6.25;18;50;0.75;1;6;0.875;6;7;0;0;0;0.98;3;49;52.25;126;418;1.84;5;92;0
3;0.363636364;6;8;4.213114754;31;257;7.950819672;40;485;1.754098361;4;107;22;0.545454545;9;12;0;0;0;2.318181818;14;51;1;1;22;0.727272727;13;16;0.454545455;4;10;1.213114754;5;74;38.18181818;316;840;2.475409836;11;151;1
4;0.857142857;3;6;4.134020619;21;401;6.556701031;36;636;1.422680412;5;138;7;2.25;8;27;0;0;0;6.666666667;28;80;1;1;7;0.833333333;3;10;0.75;5;9;0.783505155;3;76;152.4285714;308;1067;2.340206186;12;227;1
3;1.222222222;9;22;7.97972973;64;2362;9.824324324;79;2908;1.672297297;6;495;18;3.904761905;25;82;0.055555556;1;1;13.47619048;54;283;0.944444444;1;17;1.571428571;9;33;0.619047619;9;13;1.141891892;9;338;229.2777778;909;4127;3.172297297;25;939;0
12;1.5;13;24;6.953781513;66;1655;10.13445378;87;2412;1.949579832;8;464;16;7.333333333;65;176;0;0;0;9.583333333;62;230;1;1;16;0.25;2;6;0.333333333;3;8;0.995798319;5;237;217.8125;888;3485;3.004201681;27;715;0
76;0.5;9;30;3.990403071;72;4158;7.252399232;133;7557;1.596928983;8;1664;60;2.462121212;33;325;0.083333333;1;5;7.636363636;87;1008;0.916666667;1;55;0.537878788;11;71;0.257575758;16;34;0.924184261;6;963;189.3666667;2677;11362;2.677543186;46;2790;1
3;0.142857143;1;1;4.25;26;272;5.5625;25;356;1.34375;3;86;7;1.666666667;5;15;0;0;0;4.666666667;9;42;1;1;7;0.666666667;4;6;2.444444444;11;22;1.203125;3;77;89.14285714;194;624;2.1875;7;140;0
21;1.15;10;23;4.357894737;44;1242;7.680701754;94;2189;1.78245614;7;508;20;2.583333333;15;62;0;0;0;11.125;75;267;1.05;2;21;0.708333333;13;17;0.458333333;3;11;0.929824561;3;265;166;1083;3320;2.989473684;34;852;1
38;1.37254902;19;70;6.52195734;82;5198;9.181932246;138;7318;1.584692597;6;1263;51;3.10989011;35;283;0.019607843;1;1;8.021978022;43;730;0.980392157;1;50;2.67032967;85;243;0.604395604;12;55;0.946047679;6;754;211.9019608;1089;10807;2.190715182;19;1746;1
15;1.045454545;5;23;5.33423913;72;1963;7.342391304;229;2702;1.315217391;5;484;22;3.391304348;13;156;0;0;0;5.934782609;15;273;1;1;22;3.826086957;80;176;2;56;92;1.225543478;7;451;208.0909091;751;4578;1.608695652;9;592;1
16;2.325;12;93;5.418867925;60;2872;7.501886792;123;3976;1.437735849;5;762;40;1.539473684;12;117;0.075;1;3;6.526315789;44;496;0.925;1;37;0.855263158;9;65;0.447368421;4;34;0.881132075;8;467;155.7;1107;6228;1.813207547;11;961;1
2;0;0;0;3.87;16;387;5.02;17;502;1.38;4;138;10;1.3;5;13;0;0;0;7.3;11;73;1;1;10;0.4;1;4;2.7;6;27;1.03;5;103;93.2;157;932;2.13;8;213;0
1;2.5;7;10;9.111111111;85;246;11.88888889;126;321;1.592592593;3;43;4;2.25;6;9;0;0;0;6.75;19;27;1;1;4;2;4;8;0;0;0;0.62962963;2;17;118.25;341;473;1.888888889;8;51;0
6;0.25;1;2;2.127906977;15;183;3.61627907;28;311;1.186046512;6;102;8;3.3;7;33;0;0;0;7.9;12;79;1;1;8;0.8;4;8;0.7;3;7;1.546511628;8;133;88.125;178;705;1.558139535;8;134;1
8;1.133333333;9;17;5.864864865;35;868;8.756756757;53;1296;1.817567568;6;269;15;2.318181818;16;51;0.066666667;1;1;6.227272727;36;137;0.933333333;1;14;0.454545455;8;10;0.5;5;11;1.162162162;11;172;131.3333333;838;1970;2.439189189;10;361;1
12;0.375;6;6;5.950819672;44;726;10.59836066;105;1293;1.729508197;5;211;16;3;9;51;0;0;0;6.941176471;30;118;1;1;16;0.823529412;5;14;0.235294118;3;4;1.032786885;7;126;119.25;749;1908;3.409836066;24;416;1
7;0.818181818;6;27;4.256965944;31;1375;6.26625387;49;2024;1.334365325;5;431;33;1.235294118;6;63;0;0;0;5.294117647;16;270;1;1;33;0.352941176;3;18;1.039215686;8;53;1.207430341;6;390;102;592;3366;2.191950464;13;708;1
0;3.5;7;7;9.916666667;48;119;14.33333333;60;172;1.916666667;3;23;2;1;2;2;0;0;0;6;10;12;1;1;2;1;1;2;0;0;0;0.666666667;2;8;119;222;238;2;4;24;0
55;0.295774648;6;21;3.678288431;53;2321;6.288431062;103;3968;1.472266244;7;929;71;1.939759036;17;161;0.028169014;1;2;7.120481928;57;591;1.042253521;6;74;0.795180723;12;66;0.469879518;19;39;0.969889065;8;612;92.11267606;761;6540;2.36133122;22;1490;1
26;0.386363636;10;17;3.157232704;69;2008;7.393081761;253;4702;1.523584906;7;969;44;2.666666667;31;240;0.068181818;1;3;6.688888889;53;602;0.931818182;1;41;1.111111111;15;100;0.366666667;18;33;1.007861635;5;641;154.7727273;797;6810;2.737421384;60;1741;1
7;0;0;0;5.016;72;627;7.136;69;892;1.648;6;206;17;1.882352941;11;32;0.176470588;1;3;7.176470588;27;122;0.823529412;1;14;1.529411765;13;26;0.176470588;2;3;1.384;5;173;81.17647059;274;1380;3.248;34;406;0
34;0.2;2;10;9.458917836;103;4720;15.85170341;241;7910;2.308617234;7;1152;50;2.016129032;6;125;0.02;1;1;5.774193548;18;358;0.98;1;49;0.693548387;11;43;2.274193548;28;141;1.895791583;13;946;204.24;1135;10212;5.022044088;133;2506;1
2;0.166666667;1;1;4.58490566;43;243;8.094339623;58;429;1.867924528;7;99;6;2.875;10;23;0;0;0;6.25;17;50;1;1;6;0.875;4;7;0.125;1;1;0.660377358;4;35;112.1666667;420;673;2.603773585;14;138;0
20;0.107142857;1;3;5.102102102;46;1699;9.564564565;73;3185;1.741741742;8;580;28;3.333333333;14;130;0.107142857;1;3;6.820512821;38;266;0.892857143;1;25;0.717948718;6;28;1.717948718;24;67;2.339339339;13;779;164.5714286;763;4608;3.408408408;26;1135;1
7;0.357142857;2;5;3.296296296;42;356;5.888888889;57;636;1.481481481;5;160;14;1.8125;6;29;0;0;0;6.25;25;100;1;1;14;0.875;10;14;0.5;4;8;0.888888889;4;96;79.92857143;198;1119;2.37037037;15;256;1
8;0.1;1;1;6.864583333;42;659;11.04166667;50;1060;2.15625;9;207;10;2;8;28;0.4;1;4;5.785714286;19;81;0.6;1;6;2.214285714;12;31;1.071428571;9;15;1.697916667;7;163;149.8;557;1498;3.90625;21;375;1
7;0;0;0;3.222222222;31;348;5.083333333;47;549;1.490740741;7;161;13;2.857142857;11;40;0;0;0;7.357142857;17;103;1;1;13;0.357142857;3;5;0.357142857;4;5;0.75;6;81;76.84615385;184;999;2.324074074;26;251;1
1;0;0;0;3.677083333;186;353;8.78125;461;843;1.03125;6;99;17;1.117647059;6;19;0.529411765;1;9;5.235294118;16;89;0.470588235;1;8;6.882352941;97;117;0.411764706;4;7;0.885416667;6;85;71.52941176;593;1216;3.760416667;200;361;0
2;0.333333333;1;3;2.38372093;37;205;4.790697674;73;412;1.441860465;7;124;9;3.3;8;33;0;0;0;8.3;26;83;1;1;9;0.4;2;4;0.3;3;3;1.395348837;8;120;84.11111111;283;757;1.872093023;15;161;0
0;0.25;1;1;1.68;15;42;2.64;19;66;1.12;2;28;4;1.75;5;7;0;0;0;5;9;20;1;1;4;0.75;2;3;0.75;3;3;1;4;25;42;78;168;1.6;8;40;0
15;0.965517241;17;28;4.778169014;55;1357;8.528169014;93;2422;2.01056338;7;571;29;3.027777778;46;109;0.034482759;1;1;7.777777778;71;280;0.965517241;1;28;0.805555556;16;29;0.111111111;3;4;0.982394366;4;279;124.8275862;1237;3620;2.686619718;24;763;1
4;0.157894737;1;3;3.051851852;27;412;7.451851852;58;1006;1.637037037;6;221;19;1.740740741;13;47;0.052631579;1;1;3.777777778;14;102;0.947368421;1;18;0.407407407;9;11;1.222222222;9;33;1.548148148;5;209;84.26315789;251;1601;2.888888889;23;390;1
11;0.24;3;6;4.091891892;51;757;6.983783784;79;1292;1.816216216;6;336;25;1.333333333;5;36;0.12;1;3;5.407407407;19;146;0.88;1;22;2.222222222;45;60;1.444444444;22;39;1.264864865;5;234;82.04;508;2051;3.043243243;26;563;1
7;0.181818182;2;4;4.854054054;66;898;6.805405405;79;1259;1.681081081;7;311;22;2.137931034;13;62;0.045454545;1;1;6.103448276;16;177;0.954545455;1;21;0.517241379;5;15;0.275862069;3;8;0.789189189;4;146;94.45454545;408;2078;2.167567568;18;401;1
11;0.648648649;4;24;5.753451677;73;2917;9.108481262;84;4618;1.954635108;7;991;37;2.848484848;17;188;0;0;0;7.378787879;32;487;1;1;37;0.46969697;7;31;0.303030303;5;20;0.948717949;5;481;185.3513514;622;6858;2.696252465;26;1367;1
2;0.875;3;14;2.659340659;22;726;5.78021978;42;1578;1.824175824;5;498;16;4.157894737;18;79;0.25;1;4;13.47368421;57;256;0.75;1;12;0;0;0;0.894736842;9;17;1.010989011;5;276;150.1875;619;2403;2.073260073;8;566;0
1;1;6;9;5.981132075;42;317;10.62264151;63;563;1.943396226;7;103;9;2.888888889;10;26;0;0;0;5.444444444;14;49;1;1;9;0.666666667;2;6;0.444444444;3;4;1.075471698;3;57;95.66666667;335;861;3.301886792;20;175;0
