pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;0.777777778;1;7;3.99543379;22;875;6.97260274;66;1527;1.863013699;6;408;9;1.6;4;16;0;0;0;21.7;58;217;1;1;9;4;8;40;0.2;1;2;1.547945205;13;339;249.6666667;552;2247;2.634703196;18;577;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0.666666667;3;4;3.75;30;450;8.558333333;70;1027;1.85;6;222;6;2.307692308;7;30;0;0;0;8.538461538;40;111;1;1;6;2.076923077;10;27;0.692307692;5;9;1.625;9;195;241.3333333;627;1448;3.083333333;23;370;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;0.148148148;1;4;3.84078712;40;2147;5.37745975;94;3006;1.645796064;7;920;27;2.314285714;21;81;0.037037037;1;1;15.82857143;119;554;0.962962963;1;26;0.4;5;14;0.142857143;1;5;0.53667263;7;300;173.4444444;1050;4683;2.089445438;27;1168;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1.333333333;4;4;4.151898734;41;328;7.544303797;55;596;1.721518987;6;136;3;7.666666667;17;23;0;0;0;26;63;78;1;1;3;2;4;6;0.333333333;1;1;0.810126582;6;64;285;775;855;2.240506329;12;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;0.181818182;2;2;4.498575499;115;1579;7.356125356;213;2582;1.658119658;7;582;11;5.818181818;15;64;0.090909091;1;1;31.81818182;151;350;0.909090909;1;10;0.909090909;3;10;0.090909091;1;1;1.014245014;6;356;336.6363636;1690;3703;2.666666667;57;936;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0;0;0;2.069444444;33;745;3.077777778;39;1108;1.091666667;4;393;74;0.716216216;4;53;0;0;0;4.824324324;35;357;1;1;74;0.324324324;17;24;0.040540541;2;3;1.383333333;5;498;31.14864865;197;2305;1.6;12;576;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.822222222;25;172;7.6;47;342;1.533333333;4;69;6;3.833333333;7;23;0;0;0;7;12;42;1;1;6;1.333333333;4;8;0.5;2;3;0.888888889;3;40;86.16666667;135;517;2.422222222;9;109;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;0;0;0;1.104294479;28;180;1.926380368;65;314;0.613496933;6;100;19;0.9;7;18;0.789473684;1;15;7.8;25;156;0.210526316;1;4;1.65;16;33;0.35;7;7;0.773006135;3;126;37.73684211;210;717;0.840490798;19;137;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;0.192307692;5;5;0.441666667;6;53;0.691666667;9;83;0.283333333;3;34;26;0.038461538;1;1;0.923076923;1;24;4.615384615;17;120;0.076923077;1;2;0.230769231;6;6;0;0;0;0.333333333;4;40;13.73076923;119;357;0.25;3;30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;0.533333333;3;8;3.95703125;37;1013;6.7265625;55;1722;1.91015625;6;489;15;3.352941176;10;57;0;0;0;14.94117647;54;254;1;1;15;1;6;17;0.117647059;1;2;0.74609375;4;191;171.3333333;701;2570;2.27734375;14;583;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.08;6;52;4.64;12;116;1.52;3;38;3;1.333333333;3;4;0;0;0;4;8;12;1;1;3;14.33333333;40;43;4.333333333;8;13;0.88;3;22;89.66666667;107;269;2.08;6;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.888888889;8;8;3.661971831;67;260;7.873239437;101;559;1.394366197;4;99;9;2.777777778;9;25;0;0;0;7.444444444;26;67;1;1;9;2.666666667;9;24;0.444444444;4;4;0.661971831;3;47;92.33333333;214;831;2.154929577;22;153;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.222222222;4;4;3.185714286;20;223;6.014285714;37;421;1.185714286;3;83;18;1.473684211;11;28;0.055555556;1;1;3.684210526;11;70;0.944444444;1;17;2.947368421;15;56;0;0;0;0.7;3;49;42.33333333;129;762;2.214285714;14;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;2.344827586;20;136;7.532289628;113;3849;11.82387476;222;6042;1.878669276;7;960;58;4.774647887;73;339;0.068965517;1;4;6.464788732;38;459;0.931034483;1;54;2.366197183;82;168;0.535211268;9;38;1.070450098;8;547;153.137931;629;8882;2.506849315;22;1281;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;1.2;3;48;7.175675676;51;1062;13.03378378;87;1929;2.628378378;8;389;40;0.357142857;5;15;0;0;0;3.30952381;14;139;1;1;40;0.023809524;1;1;0.119047619;2;5;0.574324324;3;85;76.875;274;3075;3.162162162;12;468;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;1;7;10;2.693333333;33;202;5.133333333;56;385;1.48;8;111;10;1.909090909;5;21;0;0;0;6.818181818;12;75;1;1;10;0.545454545;5;6;0;0;0;1.293333333;4;97;74.1;125;741;1.76;13;132;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;0.285714286;1;6;1.557522124;14;176;3.840707965;28;434;1.389380531;6;157;21;1.142857143;5;24;0;0;0;5.380952381;10;113;1;1;21;0.142857143;1;3;0;0;0;0.902654867;2;102;46.9047619;114;985;1.752212389;9;198;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;1.583333333;5;19;8.742574257;109;883;15.12871287;175;1528;2.257425743;10;228;12;2;12;30;0;0;0;6.466666667;18;97;1;1;12;0.4;4;6;0.2;3;3;1.356435644;8;137;178;511;2136;3.811881188;48;385;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;2.705882353;9;46;7.857142857;76;1155;12.73469388;131;1872;1.884353741;10;277;17;5;13;100;0;0;0;7.2;18;144;1;1;17;0.7;5;14;0.15;3;3;1.013605442;5;149;162.2352941;412;2758;2.462585034;17;362;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1.375;6;11;2.5;8;20;0.875;2;7;2;1;2;2;0.5;1;1;4;6;8;0.5;1;1;0;0;0;0;0;0;0.75;2;6;24.5;43;49;1.125;3;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0;0;0;3.371428571;29;118;7.171428571;59;251;1.628571429;6;57;6;2;10;14;0.166666667;1;1;4.428571429;8;31;0.833333333;1;5;0.285714286;2;2;0.571428571;3;4;1.314285714;5;46;71.33333333;197;428;2.4;12;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;0.9375;9;30;4.850993377;79;1465;6.996688742;96;2113;1.466887417;6;443;32;2.486486486;17;92;0.03125;1;1;7.297297297;34;270;0.96875;1;31;2.243243243;25;83;0.810810811;12;30;0.824503311;9;249;105.6875;432;3382;2.374172185;24;717;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0.777777778;4;7;6.517647059;40;554;10.14117647;55;862;1.517647059;4;129;9;3.769230769;20;49;0;0;0;6.461538462;25;84;1;1;9;0.846153846;4;11;0.076923077;1;1;0.835294118;5;71;147;459;1323;2.858823529;17;243;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.454545455;2;5;3.102564103;22;363;6.769230769;54;792;1.461538462;4;171;11;4.5;13;54;0;0;0;8;24;96;1;1;11;1.333333333;5;16;1.75;11;21;1.384615385;6;162;114.9090909;248;1264;2.461538462;20;288;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0.161290323;1;5;0.225806452;1;7;0.193548387;1;6;10;0;0;0;0.9;1;9;2.6;8;26;0.1;1;1;2.2;11;22;0.5;5;5;1.35483871;9;42;14.5;44;145;0.193548387;1;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;0.6;9;15;2.857692308;68;743;4.523076923;86;1176;1.065384615;9;277;25;1;17;25;0.68;1;17;8.72;36;218;0.32;1;8;2.4;14;60;1.68;10;42;1.073076923;6;279;79.08;724;1977;1.273076923;14;331;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;0.195121951;4;8;3.959016393;62;966;6.081967213;93;1484;1.528688525;6;373;41;0.869565217;14;40;0;0;0;4.826086957;46;222;1;1;41;1.804347826;35;83;0.434782609;4;20;1.590163934;7;388;64.53658537;568;2646;2.323770492;28;567;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0;0;0;3.37254902;37;172;6.509803922;70;332;1.352941176;6;69;13;2.076923077;11;27;0.307692308;1;4;3.923076923;9;51;0.692307692;1;9;0.384615385;2;5;0;0;0;1.764705882;7;90;45.38461538;121;590;2.509803922;21;128;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;0.1;1;1;3.521276596;36;331;7.20212766;49;677;1.712765957;6;161;10;2.545454545;9;28;0;0;0;7.272727273;31;80;1;1;10;2.727272727;15;30;1.272727273;10;14;0.819148936;8;77;107.1;529;1071;2.638297872;13;248;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;1.2;9;18;5.563573883;82;1619;8.731958763;141;2541;1.886597938;7;549;15;2.1875;9;35;0;0;0;16;40;256;1;1;15;1.25;7;20;2.1875;12;35;1.161512027;7;338;237.6;514;3564;2.738831615;38;797;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0;0;0;2.716981132;25;144;5.339622642;50;283;1.509433962;5;80;4;3.75;9;15;0;0;0;13;27;52;1;1;4;3.75;13;15;0.25;1;1;0.547169811;4;29;113;268;452;2.320754717;15;123;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;0.6875;3;11;7.15;36;858;11.95833333;61;1435;2.4;8;288;16;2;11;34;0;0;0;4.235294118;12;72;1;1;16;1.705882353;14;29;2.823529412;13;48;1.666666667;5;200;127.75;367;2044;4.108333333;23;493;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;2;2;1.5;2;3;7;7;7;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0;0;0;0.285714286;1;20;0.328571429;1;23;0.342857143;1;24;3;0;0;0;0.666666667;1;2;7.833333333;26;47;0.333333333;1;1;4.333333333;22;26;3.833333333;23;23;0.685714286;6;48;60.66666667;118;182;0.342857143;1;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;0.384615385;4;5;4.866197183;38;1382;10.6971831;97;3038;1.785211268;7;507;13;3.590909091;22;79;0;0;0;9.818181818;67;216;1;1;13;8.590909091;76;189;3.090909091;37;68;1.105633803;6;314;306;2039;3978;4.070422535;32;1156;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.576923077;2;15;1.961538462;7;51;1.076923077;2;28;3;0;0;0;0;0;0;3.333333333;7;10;1;1;3;2;4;6;5.333333333;11;16;1.115384615;3;29;49.33333333;81;148;1.384615385;3;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.2;3;3;5.129032258;42;477;11.08602151;73;1031;2.010752688;8;187;15;2.866666667;11;43;0.133333333;1;2;5.466666667;26;82;0.866666667;1;13;1.2;8;18;0.733333333;9;11;1.172043011;5;109;94.26666667;667;1414;3.247311828;24;302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.833333333;5;11;4.168831169;33;321;6.350649351;58;489;1.714285714;7;132;6;1.833333333;6;11;0;0;0;12.83333333;26;77;1;1;6;1.166666667;2;7;0;0;0;1.077922078;5;83;131.8333333;263;791;1.779220779;10;137;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.5;3;3;5.904761905;28;124;9.142857143;39;192;1.761904762;4;37;2;4.5;7;9;0;0;0;10.5;11;21;1;1;2;1.5;3;3;0;0;0;0.619047619;4;13;148.5;193;297;2.476190476;8;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0.722222222;2;13;6.888888889;53;124;1.166666667;2;21;3;1.333333333;2;4;0;0;0;4;6;12;1;1;3;94.33333333;283;283;2;6;6;0.722222222;2;13;153;395;459;5.333333333;39;96;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.222222222;2;2;3.2;34;272;9.047058824;59;769;1.235294118;5;105;9;1.666666667;7;15;0.222222222;1;2;9.222222222;41;83;0.777777778;1;7;4.888888889;44;44;0.222222222;1;2;1.776470588;8;151;113.6666667;855;1023;4.023529412;26;342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;1.413043478;17;65;4.620571429;77;4043;11.66057143;169;10203;1.813714286;7;1587;46;5.603773585;48;297;0.173913043;1;8;16.18867925;219;858;0.826086957;1;38;1.528301887;34;81;0.320754717;6;17;1.166857143;11;1021;270.9347826;4183;12463;3.638857143;38;3184;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.25974026;4;20;2.446315789;51;1162;6.991578947;170;3321;1.381052632;6;656;77;2.38961039;15;184;0.025974026;1;2;5.74025974;23;442;0.974025974;1;75;1.571428571;27;121;0.428571429;2;33;1.004210526;10;477;65.48051948;471;5042;2.637894737;27;1253;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0.718309859;9;51;0.563380282;1;40;42;0.738095238;8;31;0.404761905;1;17;1.69047619;5;71;0.595238095;1;25;0;0;0;0;0;0;1;1;71;8.476190476;24;356;0.563380282;1;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0;0;0;4.136291601;120;5220;12.74722662;437;16087;1.504754358;9;1899;77;5.253164557;21;415;0.025974026;1;2;14.93670886;69;1180;0.974025974;1;75;0.64556962;11;51;1.037974684;16;82;1.675118859;28;2114;255.5194805;2600;19675;4.303486529;150;5431;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0;0;0;1.85;26;222;6.083333333;88;730;1.358333333;5;163;21;0.238095238;4;5;0.285714286;1;6;0.380952381;4;8;0.714285714;1;15;4.285714286;29;90;5.333333333;18;112;1.575;7;189;56.42857143;275;1185;2.716666667;18;326;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;9;9;9;20.5;29;41;39.5;60;79;3;3;6;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;2;2;1.5;2;3;104;104;104;2.5;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0.315555556;13;142;0.826666667;25;372;0.224444444;6;101;7;1.428571429;4;10;0;0;0;7.571428571;15;53;1;1;7;55.42857143;385;388;56.71428571;373;397;1.962222222;10;883;193.4285714;784;1354;0.324444444;10;146;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0;0;0;0.00533049;3;5;0.017057569;8;16;0.004264392;2;4;64;10.578125;94;677;0;0;0;0;0;0;1;1;64;7.296875;220;467;14.65625;500;938;2.280383795;17;2139;37.34375;736;2390;0.004264392;2;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;2.689373297;50;987;12.61035422;120;4628;1.847411444;7;678;35;3.27027027;28;121;0;0;0;9.243243243;51;342;1;1;35;4.054054054;67;150;0.675675676;7;25;0.861035422;8;316;169.1714286;1746;5921;3.539509537;31;1299;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0.013274336;6;6;0.039823009;17;18;0.006637168;2;3;32;6.5;26;208;0;0;0;0.03125;1;1;1;1;32;14.65625;446;469;14.09375;399;451;2.787610619;12;1260;41.1875;921;1318;0.008849558;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
