pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.2;4;6;4.7;18;141;8.133333333;27;244;1.5;4;45;5;2.4;7;12;0;0;0;6;7;30;1;1;5;2.2;4;11;0;0;0;0.366666667;2;11;77.4;127;387;1.833333333;5;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.055555556;7;19;2.955752212;32;668;5.707964602;63;1290;1.460176991;5;330;18;2.5;11;75;0.166666667;1;3;7.433333333;44;223;0.833333333;1;15;1.033333333;12;31;0.1;2;3;0.765486726;4;173;114.8333333;513;2067;1.884955752;12;426;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.5;2;3;5.8;36;261;11.13333333;70;501;1.644444444;4;74;6;5.166666667;8;31;0;0;0;7.5;11;45;1;1;6;0.5;3;3;0;0;0;1.155555556;4;52;115.3333333;235;692;2.422222222;19;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.5;3;3;5.826086957;20;134;9.086956522;34;209;1.52173913;3;35;2;0.5;1;1;0;0;0;6;12;12;1;1;2;0.5;1;1;5.5;11;11;1.695652174;5;39;154;185;308;2.043478261;8;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3.058823529;17;52;5.248322148;86;1564;9.788590604;150;2917;1.694630872;5;505;17;1.975609756;25;81;0.058823529;1;1;7.073170732;47;290;0.941176471;1;16;1.951219512;23;80;0.195121951;3;8;0.765100671;4;228;237.5882353;1133;4039;2.583892617;21;770;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.769230769;6;46;5.391780822;45;1968;10.61917808;82;3876;1.857534247;7;678;26;2.403846154;11;125;0.038461538;1;1;6.134615385;23;319;0.961538462;1;25;2.365384615;17;123;0.884615385;10;46;1.035616438;6;378;211.4230769;627;5497;2.690410959;23;982;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.4;15;28;2.575342466;37;564;6.00456621;96;1315;1.374429224;7;301;20;3.458333333;26;83;0.4;1;8;8.291666667;34;199;0.6;1;12;0.958333333;8;23;0.791666667;14;19;0.904109589;4;198;104.85;697;2097;2.187214612;23;479;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.833333333;28;35;6.759259259;103;1460;14.01851852;140;3028;1.837962963;7;397;6;9.923076923;74;129;0.5;1;3;15.92307692;100;207;0.5;1;3;1.538461538;13;20;0.692307692;8;9;1.416666667;14;306;621.3333333;3059;3728;4.490740741;40;970;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0.574074074;7;31;3.550588235;31;1509;7.348235294;78;3123;1.630588235;6;693;54;2.257575758;11;149;0.111111111;1;6;5.303030303;42;350;0.888888889;1;48;1.409090909;28;93;1.136363636;30;75;1.152941176;6;490;87.87037037;549;4745;2.609411765;26;1109;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.8;8;18;7.127118644;55;841;14.89830508;93;1758;2.169491525;8;256;10;4.75;14;57;0;0;0;9.416666667;31;113;1;1;10;1.166666667;5;14;0.416666667;2;5;0.991525424;5;117;219.4;788;2194;4.161016949;30;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.714285714;26;114;6.761904762;57;284;1.333333333;5;56;5;2.4;7;12;0.2;1;1;5.8;14;29;0.8;1;4;2.4;7;12;2.6;13;13;1.619047619;7;68;83.4;279;417;2.571428571;25;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.769230769;7;10;2.194630872;34;327;6.322147651;68;942;1.44966443;6;216;13;2.277777778;13;41;0.461538462;1;6;8.222222222;24;148;0.538461538;1;7;0.666666667;10;12;0.055555556;1;1;1.10738255;6;165;104.8461538;424;1363;2.597315436;23;387;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.285714286;12;23;7.142857143;17;50;1.428571429;3;10;2;0;0;0;0;0;0;1;1;2;1;1;2;1.5;2;3;2.5;3;5;0.857142857;2;6;38.5;42;77;2.571428571;5;18;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0;0;0;3.728571429;41;522;6.621428571;64;927;1.428571429;5;200;15;2.533333333;6;38;0;0;0;8.266666667;19;124;1;1;15;1.066666667;5;16;1.066666667;13;16;0.564285714;4;79;91.13333333;212;1367;2.678571429;12;375;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0;0;0;5.862068966;25;340;11.70689655;46;679;1.862068966;4;108;12;0.866666667;3;13;0.083333333;1;1;3.733333333;7;56;0.916666667;1;11;1.133333333;7;17;0.133333333;1;2;1.448275862;3;84;79.75;155;957;3.586206897;18;208;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;0.222222222;2;2;4.726027397;19;345;8.02739726;33;586;2.095890411;8;153;9;0.636363636;2;7;0.333333333;1;3;3.090909091;13;34;0.666666667;1;6;2;10;22;3.545454545;26;39;0.794520548;4;58;96.22222222;450;866;2.726027397;10;199;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.794117647;37;129;8.852941176;83;301;1.235294118;7;42;5;0;0;0;0.6;1;3;6.6;14;33;0.4;1;2;3;15;15;0.2;1;1;1.382352941;5;47;83;330;415;3.176470588;25;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;1.873239437;22;133;5.394366197;57;383;1.352112676;4;96;11;1.153846154;8;15;0;0;0;3.923076923;10;51;1;1;11;1.076923077;8;14;1.538461538;8;20;2;5;142;64.54545455;252;710;2.521126761;23;179;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;9;9;9;0;0;0;0;0;0;0;0;0;2.222222222;3;20;16;16;16;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.25;1;2;2.166666667;7;130;10.61666667;47;637;2.216666667;5;133;8;4.25;10;34;0;0;0;7.5;12;60;1;1;8;0.25;1;2;0;0;0;1;4;60;107.5;182;860;3.9;16;234;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.266666667;3;4;3.059210526;29;465;4.677631579;50;711;1.236842105;7;188;15;1.266666667;6;19;0.333333333;1;5;8.533333333;40;128;0.666666667;1;10;1.266666667;8;19;1.6;17;24;0.914473684;5;139;81.86666667;407;1228;1.671052632;26;254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.146153846;36;409;16.7;299;2171;1.861538462;6;242;9;10.7;35;107;0.111111111;1;1;12.3;49;123;0.888888889;1;8;1.6;8;16;0.7;3;7;1.253846154;7;163;331;1417;2979;5.561538462;122;723;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;6.380368098;45;1040;8.441717791;47;1376;1.539877301;5;251;15;2.4375;9;39;0.133333333;1;2;8.625;38;138;0.866666667;1;13;7.625;72;122;1.5625;16;25;1.251533742;5;204;130.6666667;545;1960;2.460122699;17;401;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4.218181818;18;232;5.327272727;21;293;1.181818182;3;65;6;4;9;24;0.166666667;1;1;9.166666667;34;55;0.833333333;1;5;0.166666667;1;1;0;0;0;2.327272727;8;128;74.66666667;288;448;1.4;5;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.441176471;16;83;3.882352941;22;132;1.323529412;3;45;3;4;10;12;0;0;0;11.33333333;19;34;1;1;3;0;0;0;0;0;0;0.823529412;2;28;79.66666667;169;239;1.617647059;6;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.235294118;4;12;2.265395894;35;1545;4.958944282;85;3382;1.239002933;6;845;51;2.463414634;39;202;0.607843137;1;31;8.256097561;152;677;0.392156863;1;20;0.402439024;12;33;0.06097561;2;5;0.843108504;7;575;102.1960784;2302;5212;2.089442815;27;1425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.7;6;14;2.901477833;28;589;6.359605911;75;1291;1.384236453;6;281;20;3.384615385;23;88;0.5;1;10;7.653846154;50;199;0.5;1;10;0.576923077;5;15;0.076923077;1;2;0.985221675;8;200;98;743;1960;2.354679803;25;478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.534883721;12;109;4.604651163;20;198;1.534883721;6;66;3;1.428571429;5;10;0.666666667;1;2;6.142857143;23;43;0.333333333;1;1;0.142857143;1;1;0;0;0;1.395348837;4;60;108.6666667;313;326;1.953488372;9;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.25;1;1;1.941176471;11;66;3.970588235;24;135;1.117647059;3;38;4;1.2;3;6;0.75;1;3;6.8;14;34;0.25;1;1;0;0;0;0;0;0;0.911764706;2;31;62.5;229;250;1.647058824;7;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.666666667;17;110;5.6;20;168;1.366666667;3;41;4;2;9;10;0.75;1;3;6;14;30;0.25;1;1;0.2;1;1;0;0;0;1.233333333;3;37;69.5;253;278;2.1;7;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.233333333;21;134;4.633333333;42;278;1.416666667;5;85;8;1.9;8;19;0.375;1;3;6;17;60;0.625;1;5;0.2;2;2;0;0;0;0.65;4;39;58.25;224;466;1.883333333;9;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.2734375;48;419;6.46875;87;828;1.4375;5;184;24;2.208333333;8;53;0.333333333;1;8;5.333333333;17;128;0.666666667;1;16;0.666666667;8;16;0;0;0;1.2734375;6;163;52.79166667;300;1267;2.5625;23;328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.735294118;5;25;3.21038961;39;1236;6.444155844;61;2481;1.451948052;7;559;34;2.760869565;19;127;0.411764706;1;14;8.195652174;33;377;0.588235294;1;20;0.413043478;6;19;0.173913043;3;8;1.057142857;7;407;110.8235294;619;3768;2.407792208;15;927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;0.076923077;1;2;6.430493274;84;1434;10.40358744;138;2320;2.053811659;8;458;26;1.25;5;35;0;0;0;6.535714286;29;183;1;1;26;0.428571429;4;12;1.428571429;14;40;1.053811659;4;235;126.8076923;541;3297;3.067264574;27;684;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;11;11;11;7;7;7;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;12;12;12;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;0;0;0;3.238938053;51;732;5.853982301;96;1323;1.504424779;9;340;23;1.125;7;27;0.434782609;1;10;6.291666667;26;151;0.565217391;1;13;3.666666667;55;88;3.125;72;75;0.85840708;4;194;89.17391304;997;2051;2.092920354;28;473;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0;0;0;4.75;40;437;7.869565217;57;724;1.847826087;7;170;8;1.375;3;11;0.125;1;1;10.5;15;84;0.875;1;7;0.25;1;2;1;6;8;0.72826087;2;67;139.25;421;1114;2.565217391;18;236;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;0;0;0;0.306763285;12;127;0.760869565;31;315;0.236714976;3;98;91;0.153846154;8;14;0.923076923;1;84;4.505494505;46;410;0.076923077;1;7;2.32967033;95;212;0.043956044;3;4;0.804347826;4;333;15.97802198;229;1454;0.333333333;10;138;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;0.958333333;10;46;4.799539171;38;2083;8.205069124;74;3561;1.670506912;7;725;48;2.303571429;19;129;0;0;0;7.482142857;35;419;1;1;48;0.928571429;6;52;0.125;2;7;0.914746544;4;397;110.0208333;834;5281;2.449308756;14;1063;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;16;88;4.45626072;34;2598;7.807890223;89;4552;1.478559177;6;862;44;4.509090909;17;248;0.136363636;1;6;10.45454545;37;575;0.863636364;1;38;0.927272727;7;51;0.036363636;1;2;0.732418525;6;427;152.0909091;576;6692;2.051457976;21;1196;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.25;5;5;3.358974359;9;131;4.743589744;21;185;1.282051282;3;50;4;1.5;3;6;0.25;1;1;3.25;5;13;0.75;1;3;1.5;6;6;6.5;26;26;1.384615385;2;54;77;203;308;1.743589744;6;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;1.010204082;17;198;4.483095723;207;11006;8.005295316;293;19653;1.630142566;9;4002;196;3.032921811;66;737;0.071428571;1;14;9.687242798;154;2354;0.928571429;1;182;2.806584362;161;682;0.222222222;20;54;0.871690428;8;2140;144.6326531;2091;28348;2.570264766;32;6310;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0;0;0;5.333333333;19;96;7.333333333;21;132;1.388888889;3;25;5;1.4;2;7;0;0;0;3.6;6;18;1;1;5;0;0;0;0;0;0;0.777777778;2;14;51.4;90;257;2.277777778;7;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.666666667;14;20;5.067024129;214;1890;8.554959786;306;3191;1.54155496;8;575;30;4.305555556;49;155;0.033333333;1;1;7.083333333;45;255;0.966666667;1;29;3.638888889;25;131;3.277777778;28;118;1.021447721;8;381;156.7666667;1434;4703;2.973190349;23;1109;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0.357142857;2;5;2.711111111;24;366;6.807407407;67;919;1.533333333;7;207;14;3.933333333;9;59;0;0;0;8.933333333;31;134;1;1;14;2.066666667;24;31;0.066666667;1;1;0.962962963;9;130;104.8571429;405;1468;2.222222222;14;300;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;1.421052632;11;162;5.359173127;87;6222;9.1042205;178;10570;1.566752799;9;1819;114;4.014492754;27;554;0.01754386;1;2;8.231884058;52;1136;0.98245614;1;112;1.086956522;20;150;0.130434783;5;18;0.873385013;9;1014;134.6403509;591;15349;2.164513351;14;2513;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4;7;16;11.75;25;47;2.25;3;9;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;4;4;0.5;1;2;63;63;63;4;7;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1.375;6;11;4.25;15;34;1.125;2;9;2;2;4;4;0;0;0;3.5;5;7;1;1;2;3.5;6;7;0.5;1;1;0.75;4;6;39.5;42;79;1.25;2;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.62962963;6;17;3.704980843;79;967;6.727969349;106;1756;1.486590038;6;388;27;2.909090909;15;96;0;0;0;7.303030303;43;241;1;1;27;1.303030303;16;43;0.545454545;6;18;1.191570881;9;311;100.2592593;467;2707;2.318007663;23;605;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.363636364;25;156;5.636363636;48;372;1.424242424;5;94;15;0.933333333;8;14;0;0;0;4.333333333;11;65;1;1;15;0.333333333;3;5;0.066666667;1;1;1;4;66;42.46666667;110;637;2.439393939;19;161;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
